Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
11,6,Kyle Massey,Percentage (Judge% + Fan%),29.999899999999997,Safe,14.49,,12.78,3.8,7.02,15.8,11.07,8.2
11,6,Rick Fox,Percentage (Judge% + Fan%),30.0,Safe,14.49,,14.01,4.19,7.02,15.83,11.15,8.2
11,7,Brandy,Percentage (Judge% + Fan%),36.5,Safe,17.51,,20.12,5.35,18.27,18.66,13.82,17.04
11,7,Bristol Palin,Percentage (Judge% + Fan%),32.5,Safe,15.59,,19.49,4.94,18.27,20.53,13.81,17.04
11,7,Jennifer Grey,Percentage (Judge% + Fan%),36.5,Safe,17.51,,20.57,5.42,18.27,18.65,13.81,17.04
11,7,Kurt Warner,Percentage (Judge% + Fan%),35.0,Safe,16.79,,15.03,4.11,18.27,19.33,13.85,17.04
11,7,Kyle Massey,Percentage (Judge% + Fan%),33.5,Safe,16.07,,15.49,4.03,18.27,20.0,13.75,17.04
11,7,Rick Fox,Percentage (Judge% + Fan%),34.5,Eliminated,16.55,,9.3,2.22,18.27,2.84,2.36,17.04
11,8,Brandy,Percentage (Judge% + Fan%),28.5,Safe,21.51,,23.54,5.76,55.17,23.13,16.6,26.85
11,8,Bristol Palin,Percentage (Judge% + Fan%),23.5,Safe,17.74,,23.03,5.32,55.17,25.99,16.5,26.85
11,8,Jennifer Grey,Percentage (Judge% + Fan%),28.5,Safe,21.51,,24.04,5.82,55.17,23.1,16.62,26.85
11,8,Kurt Warner,Percentage (Judge% + Fan%),24.0,Eliminated,18.11,,12.25,3.07,55.17,4.6,3.57,26.85
11,8,Kyle Massey,Percentage (Judge% + Fan%),28.0,Safe,21.13,,17.15,4.62,55.17,23.18,16.55,26.85
11,9,Brandy,Percentage (Judge% + Fan%),28.5,Eliminated,25.0,,18.41,2.79,12.23,6.29,4.86,25.04
11,9,Bristol Palin,Percentage (Judge% + Fan%),26.5,Safe,23.25,,28.69,4.89,12.23,32.9,18.32,25.04
11,9,Jennifer Grey,Percentage (Judge% + Fan%),30.0,Safe,26.32,,28.92,5.56,12.23,30.13,18.41,25.04
11,9,Kyle Massey,Percentage (Judge% + Fan%),29.0,Safe,25.44,,23.97,4.18,12.23,30.68,18.23,25.04
11,10,Bristol Palin,Percentage (Judge% + Fan%),25.666600000000003,Safe,30.92,,35.6,6.71,100.0,33.3,23.56,100.0
11,10,Jennifer Grey,Percentage (Judge% + Fan%),30.0,Safe,36.14,,38.46,6.83,100.0,33.36,23.6,100.0
11,10,Kyle Massey,Percentage (Judge% + Fan%),27.333199999999998,Safe,32.93,,25.94,6.15,100.0,33.34,23.56,100.0
12,1,Chelsea Kane,Percentage (Judge% + Fan%),21.0,Safe,10.14,,9.1,4.04,100.0,9.13,8.3,100.0
12,1,Chris Jericho,Percentage (Judge% + Fan%),19.0,Safe,9.18,,7.03,3.57,100.0,9.07,8.27,100.0
12,1,Hines Ward,Percentage (Judge% + Fan%),21.0,Safe,10.14,,9.03,4.01,100.0,9.07,8.28,100.0
12,1,Kendra Wilkinson,Percentage (Judge% + Fan%),18.0,Safe,8.7,,8.78,3.96,100.0,9.08,8.28,100.0
12,1,Kirstie Alley,Percentage (Judge% + Fan%),23.0,Safe,11.11,,10.88,4.37,100.0,9.11,8.32,100.0
12,1,Mike Catherwood,Percentage (Judge% + Fan%),13.0,Safe,6.28,,6.71,3.5,100.0,9.11,8.3,100.0
12,1,Petra Nemcova,Percentage (Judge% + Fan%),18.0,Safe,8.7,,6.93,3.56,100.0,9.09,8.32,100.0
12,1,Ralph Macchio,Percentage (Judge% + Fan%),24.0,Safe,11.59,,8.91,3.99,100.0,9.09,8.31,100.0
12,1,Romeo,Percentage (Judge% + Fan%),19.0,Safe,9.18,,16.39,5.19,100.0,9.07,8.3,100.0
12,1,Sugar Ray Leonard,Percentage (Judge% + Fan%),17.0,Safe,8.21,,7.18,3.62,100.0,9.08,8.27,100.0
12,1,Wendy Williams,Percentage (Judge% + Fan%),14.0,Safe,6.76,,9.05,4.02,100.0,9.1,8.31,100.0
12,2,Chelsea Kane,Percentage (Judge% + Fan%),18.0,Safe,8.33,,9.47,3.9,27.51,10.17,8.47,17.05
12,2,Chris Jericho,Percentage (Judge% + Fan%),23.0,Safe,10.65,,7.17,3.54,27.51,9.41,8.49,17.05
12,2,Hines Ward,Percentage (Judge% + Fan%),23.0,Safe,10.65,,9.09,4.0,27.51,9.48,8.54,17.05
12,2,Kendra Wilkinson,Percentage (Judge% + Fan%),19.0,Safe,8.8,,9.08,3.86,27.51,9.88,8.52,17.05
12,2,Kirstie Alley,Percentage (Judge% + Fan%),20.0,Safe,9.26,,11.02,4.34,27.51,9.61,8.45,17.05
12,2,Mike Catherwood,Percentage (Judge% + Fan%),17.0,Eliminated,7.87,,3.34,1.29,27.51,1.23,0.98,17.05
12,2,Petra Nemcova,Percentage (Judge% + Fan%),18.0,Safe,8.33,,7.69,3.38,27.51,10.18,8.56,17.05
12,2,Ralph Macchio,Percentage (Judge% + Fan%),21.0,Safe,9.72,,9.07,3.95,27.51,9.5,8.44,17.05
12,2,Romeo,Percentage (Judge% + Fan%),23.0,Safe,10.65,,16.45,5.21,27.51,9.43,8.48,17.05
12,2,Sugar Ray Leonard,Percentage (Judge% + Fan%),17.0,Safe,7.87,,8.08,3.41,27.51,10.6,8.5,17.05
12,2,Wendy Williams,Percentage (Judge% + Fan%),17.0,Safe,7.87,,9.52,3.84,27.51,10.53,8.45,17.05
12,3,Chelsea Kane,Percentage (Judge% + Fan%),23.0,Safe,10.75,,10.11,4.16,30.47,10.77,9.55,32.1
12,3,Chris Jericho,Percentage (Judge% + Fan%),21.0,Safe,9.81,,8.47,3.62,30.47,10.96,9.53,32.1
12,3,Hines Ward,Percentage (Judge% + Fan%),25.0,Safe,11.68,,9.94,4.17,30.47,10.65,9.49,32.1
12,3,Kendra Wilkinson,Percentage (Judge% + Fan%),23.0,Safe,10.75,,9.76,4.05,30.47,10.71,9.49,32.1
12,3,Kirstie Alley,Percentage (Judge% + Fan%),21.0,Safe,9.81,,11.92,4.45,30.47,10.87,9.44,32.1
12,3,Petra Nemcova,Percentage (Judge% + Fan%),25.0,Safe,11.68,,7.89,3.71,30.47,10.72,9.62,32.1
12,3,Ralph Macchio,Percentage (Judge% + Fan%),21.0,Safe,9.81,,10.04,4.04,30.47,10.93,9.52,32.1
12,3,Romeo,Percentage (Judge% + Fan%),20.0,Safe,9.35,,17.49,5.35,30.47,11.13,9.52,32.1
12,3,Sugar Ray Leonard,Percentage (Judge% + Fan%),20.0,Safe,9.35,,8.73,3.61,30.47,11.14,9.53,32.1
12,3,Wendy Williams,Percentage (Judge% + Fan%),15.0,Eliminated,7.01,,5.64,1.68,30.47,2.12,1.46,32.1
12,4,Chelsea Kane,Percentage (Judge% + Fan%),26.0,Safe,12.62,,10.98,4.29,25.84,11.57,10.06,16.4
12,4,Chris Jericho,Percentage (Judge% + Fan%),23.0,Safe,11.17,,9.33,3.68,25.84,12.16,10.05,16.4
12,4,Hines Ward,Percentage (Judge% + Fan%),25.0,Safe,12.14,,10.98,4.25,25.84,11.76,10.19,16.4
12,4,Kendra Wilkinson,Percentage (Judge% + Fan%),18.0,Safe,8.74,,11.81,3.9,25.84,14.35,10.12,16.4
12,4,Kirstie Alley,Percentage (Judge% + Fan%),22.0,Safe,10.68,,13.08,4.55,25.84,12.51,10.07,16.4
12,4,Petra Nemcova,Percentage (Judge% + Fan%),23.0,Safe,11.17,,9.26,3.66,25.84,12.19,10.08,16.4
12,4,Ralph Macchio,Percentage (Judge% + Fan%),25.0,Safe,12.14,,10.85,4.2,25.84,11.73,10.12,16.4
12,4,Romeo,Percentage (Judge% + Fan%),23.0,Safe,11.17,,18.99,5.5,25.84,12.17,10.13,16.4
12,4,Sugar Ray Leonard,Percentage (Judge% + Fan%),21.0,Eliminated,10.19,,4.73,1.57,25.84,1.56,1.25,16.4
12,5,Chelsea Kane,Percentage (Judge% + Fan%),26.0,Safe,13.4,,12.24,4.42,35.5,13.46,11.21,18.98
12,5,Chris Jericho,Percentage (Judge% + Fan%),26.0,Safe,13.4,,10.16,3.89,35.5,13.55,11.31,18.98
12,5,Hines Ward,Percentage (Judge% + Fan%),27.0,Safe,13.92,,12.07,4.43,35.5,13.27,11.25,18.98
12,5,Kendra Wilkinson,Percentage (Judge% + Fan%),22.0,Safe,11.34,,12.47,4.16,35.5,15.0,11.35,18.98
12,5,Kirstie Alley,Percentage (Judge% + Fan%),23.0,Safe,11.86,,14.33,4.68,35.5,14.45,11.27,18.98
12,5,Petra Nemcova,Percentage (Judge% + Fan%),22.0,Eliminated,11.34,,5.78,1.83,35.5,1.95,1.56,18.98
12,5,Ralph Macchio,Percentage (Judge% + Fan%),22.0,Safe,11.34,,12.59,4.23,35.5,14.84,11.2,18.98
12,5,Romeo,Percentage (Judge% + Fan%),26.0,Safe,13.4,,20.36,5.67,35.5,13.48,11.21,18.98
12,6,Chelsea Kane,Percentage (Judge% + Fan%),28.0,Safe,15.56,,13.61,4.6,47.65,15.8,12.96,25.35
12,6,Chris Jericho,Percentage (Judge% + Fan%),22.0,Eliminated,12.22,,7.57,2.27,47.65,2.72,2.08,25.35
12,6,Hines Ward,Percentage (Judge% + Fan%),27.0,Safe,15.0,,13.63,4.55,47.65,16.03,12.94,25.35
12,6,Kendra Wilkinson,Percentage (Judge% + Fan%),25.0,Safe,13.89,,13.68,4.44,47.65,16.54,12.91,25.35
12,6,Kirstie Alley,Percentage (Judge% + Fan%),26.0,Safe,14.44,,15.67,4.92,47.65,16.22,12.94,25.35
12,6,Ralph Macchio,Percentage (Judge% + Fan%),24.0,Safe,13.33,,13.93,4.41,47.65,16.94,12.92,25.35
12,6,Romeo,Percentage (Judge% + Fan%),28.0,Safe,15.56,,21.91,5.8,47.65,15.76,12.94,25.35
12,7,Chelsea Kane,Percentage (Judge% + Fan%),32.0,Safe,16.98,,16.28,4.52,28.28,19.32,14.09,18.79
12,7,Hines Ward,Percentage (Judge% + Fan%),33.0,Safe,17.51,,16.0,4.54,28.28,18.63,14.0,18.79
12,7,Kendra Wilkinson,Percentage (Judge% + Fan%),30.5,Eliminated,16.18,,9.56,2.29,28.28,2.92,2.42,18.79
12,7,Kirstie Alley,Percentage (Judge% + Fan%),30.0,Safe,15.92,,18.24,4.81,28.28,20.21,14.01,18.79
12,7,Ralph Macchio,Percentage (Judge% + Fan%),33.0,Safe,17.51,,15.92,4.53,28.28,18.69,13.94,18.79
12,7,Romeo,Percentage (Judge% + Fan%),30.0,Safe,15.92,,24.01,5.82,28.28,20.23,14.06,18.79
12,8,Chelsea Kane,Percentage (Judge% + Fan%),27.5,Safe,21.15,,20.26,4.17,1.74,22.88,15.77,19.87
12,8,Hines Ward,Percentage (Judge% + Fan%),27.0,Safe,20.77,,20.44,4.2,1.74,23.22,15.79,19.87
12,8,Kirstie Alley,Percentage (Judge% + Fan%),26.5,Safe,20.38,,22.0,4.54,1.74,23.57,15.8,19.87
12,8,Ralph Macchio,Percentage (Judge% + Fan%),23.0,Safe,17.69,,22.49,3.9,1.74,26.3,15.72,19.87
12,8,Romeo,Percentage (Judge% + Fan%),26.0,Eliminated,20.0,,14.81,2.05,1.74,4.03,3.28,19.87
12,9,Chelsea Kane,Percentage (Judge% + Fan%),36.5,Safe,31.06,,24.61,5.77,59.46,28.41,19.94,37.04
12,9,Hines Ward,Percentage (Judge% + Fan%),30.0,Safe,25.53,,25.6,5.3,59.46,30.94,19.71,37.04
12,9,Kirstie Alley,Percentage (Judge% + Fan%),27.0,Safe,22.98,,29.78,5.66,59.46,32.72,19.7,37.04
12,9,Ralph Macchio,Percentage (Judge% + Fan%),24.0,Eliminated,20.43,,20.01,3.8,59.46,7.93,5.77,37.04
12,10,Chelsea Kane,Percentage (Judge% + Fan%),29.666600000000003,Safe,33.97,,31.6,6.5,100.0,33.28,23.53,100.0
12,10,Hines Ward,Percentage (Judge% + Fan%),29.666600000000003,Safe,33.97,,31.43,6.49,100.0,33.31,23.53,100.0
12,10,Kirstie Alley,Percentage (Judge% + Fan%),27.999899999999997,Safe,32.06,,36.97,6.76,100.0,33.41,23.59,100.0
13,1,Carson Kressley,Percentage (Judge% + Fan%),17.0,Safe,7.83,,6.71,3.3,37.53,9.03,7.9,22.89
13,1,Chaz Bono,Percentage (Judge% + Fan%),17.0,Safe,7.83,,10.49,4.24,37.53,9.05,7.95,22.89
13,1,Chynna Phillips,Percentage (Judge% + Fan%),22.0,Safe,10.14,,7.29,3.66,37.53,8.71,7.98,22.89
13,1,David Arquette,Percentage (Judge% + Fan%),18.0,Safe,8.29,,7.61,3.62,37.53,8.87,7.93,22.89
13,1,Elisabetta Canalis,Percentage (Judge% + Fan%),15.0,Safe,6.91,,7.07,3.24,37.53,9.6,7.99,22.89
13,1,Hope Solo,Percentage (Judge% + Fan%),21.0,Safe,9.68,,11.79,4.52,37.53,8.7,7.97,22.89
13,1,J.R. Martinez,Percentage (Judge% + Fan%),22.0,Safe,10.14,,6.8,3.51,37.53,8.7,8.01,22.89
13,1,Kristin Cavallari,Percentage (Judge% + Fan%),19.0,Safe,8.76,,8.34,3.83,37.53,8.78,7.91,22.89
13,1,Metta World Peace (Ron),Percentage (Judge% + Fan%),14.0,Eliminated,6.45,,3.1,1.29,37.53,1.33,1.0,22.89
13,1,Nancy Grace,Percentage (Judge% + Fan%),16.0,Safe,7.37,,15.3,5.05,37.53,9.24,7.91,22.89
13,1,Ricki Lake,Percentage (Judge% + Fan%),20.0,Safe,9.22,,7.36,3.62,37.53,8.74,7.93,22.89
13,1,Rob Kardashian,Percentage (Judge% + Fan%),16.0,Safe,7.37,,8.13,3.66,37.53,9.24,7.9,22.89
13,2,Carson Kressley,Percentage (Judge% + Fan%),18.0,Safe,8.07,,8.14,3.17,13.53,10.9,7.9,5.98
13,2,Chaz Bono,Percentage (Judge% + Fan%),17.0,Safe,7.62,,11.29,4.13,13.53,11.32,7.9,5.98
13,2,Chynna Phillips,Percentage (Judge% + Fan%),21.0,Safe,9.42,,8.15,3.55,13.53,9.46,7.88,5.98
13,2,David Arquette,Percentage (Judge% + Fan%),18.0,Safe,8.07,,8.87,3.46,13.53,10.93,7.92,5.98
13,2,Elisabetta Canalis,Percentage (Judge% + Fan%),21.0,Eliminated,9.42,,2.74,1.07,13.53,0.84,0.74,5.98
13,2,Hope Solo,Percentage (Judge% + Fan%),19.0,Safe,8.52,,12.27,4.45,13.53,10.36,7.9,5.98
13,2,J.R. Martinez,Percentage (Judge% + Fan%),22.0,Safe,9.87,,7.55,3.43,13.53,9.05,7.82,5.98
13,2,Kristin Cavallari,Percentage (Judge% + Fan%),22.0,Safe,9.87,,8.86,3.83,13.53,9.21,8.0,5.98
13,2,Nancy Grace,Percentage (Judge% + Fan%),21.0,Safe,9.42,,15.61,5.04,13.53,9.49,7.85,5.98
13,2,Ricki Lake,Percentage (Judge% + Fan%),23.0,Safe,10.31,,7.9,3.58,13.53,8.91,7.94,5.98
13,2,Rob Kardashian,Percentage (Judge% + Fan%),21.0,Safe,9.42,,8.62,3.71,13.53,9.53,7.9,5.98
13,3,Carson Kressley,Percentage (Judge% + Fan%),23.0,Safe,9.7,,8.76,3.33,8.92,11.1,8.7,8.15
13,3,Chaz Bono,Percentage (Judge% + Fan%),18.0,Safe,7.59,,12.62,4.06,8.92,13.19,8.67,8.15
13,3,Chynna Phillips,Percentage (Judge% + Fan%),26.0,Safe,10.97,,8.84,3.69,8.92,10.1,8.59,8.15
13,3,David Arquette,Percentage (Judge% + Fan%),24.0,Safe,10.13,,9.39,3.67,8.92,10.73,8.69,8.15
13,3,Hope Solo,Percentage (Judge% + Fan%),24.0,Safe,10.13,,13.11,4.65,8.92,10.7,8.71,8.15
13,3,J.R. Martinez,Percentage (Judge% + Fan%),26.0,Safe,10.97,,8.43,3.54,8.92,10.13,8.67,8.15
13,3,Kristin Cavallari,Percentage (Judge% + Fan%),24.0,Eliminated,10.13,,3.94,1.23,8.92,1.05,0.9,8.15
13,3,Nancy Grace,Percentage (Judge% + Fan%),21.0,Safe,8.86,,16.54,5.11,8.92,12.11,8.88,8.15
13,3,Ricki Lake,Percentage (Judge% + Fan%),27.0,Safe,11.39,,8.76,3.73,8.92,10.07,8.82,8.15
13,3,Rob Kardashian,Percentage (Judge% + Fan%),24.0,Safe,10.13,,9.61,3.74,8.92,10.81,8.72,8.15
13,4,Carson Kressley,Percentage (Judge% + Fan%),20.0,Safe,9.57,,10.0,3.48,22.26,13.42,10.09,16.54
13,4,Chaz Bono,Percentage (Judge% + Fan%),21.0,Safe,10.05,,13.22,4.48,22.26,12.92,10.04,16.54
13,4,Chynna Phillips,Percentage (Judge% + Fan%),21.0,Eliminated,10.05,,4.99,1.6,22.26,1.59,1.3,16.54
13,4,David Arquette,Percentage (Judge% + Fan%),23.0,Safe,11.0,,10.23,3.9,22.26,12.16,10.04,16.54
13,4,Hope Solo,Percentage (Judge% + Fan%),24.0,Safe,11.48,,14.38,4.84,22.26,11.92,10.0,16.54
13,4,J.R. Martinez,Percentage (Judge% + Fan%),26.0,Safe,12.44,,9.11,3.82,22.26,11.6,10.07,16.54
13,4,Nancy Grace,Percentage (Judge% + Fan%),21.0,Safe,10.05,,18.22,5.36,22.26,12.95,10.07,16.54
13,4,Ricki Lake,Percentage (Judge% + Fan%),29.0,Safe,13.88,,9.45,4.04,22.26,11.54,10.18,16.54
13,4,Rob Kardashian,Percentage (Judge% + Fan%),24.0,Safe,11.48,,10.4,4.0,22.26,11.92,10.01,16.54
13,5,Carson Kressley,Percentage (Judge% + Fan%),19.0,Eliminated,10.11,,6.43,2.09,53.28,2.4,1.79,26.57
13,5,Chaz Bono,Percentage (Judge% + Fan%),21.0,Safe,11.17,,14.5,4.71,53.28,14.7,11.47,26.57
13,5,David Arquette,Percentage (Judge% + Fan%),25.0,Safe,13.3,,11.04,4.19,53.28,13.65,11.53,26.57
13,5,Hope Solo,Percentage (Judge% + Fan%),24.0,Safe,12.77,,15.79,5.05,53.28,13.89,11.53,26.57
13,5,J.R. Martinez,Percentage (Judge% + Fan%),28.0,Safe,14.89,,10.02,4.1,53.28,13.38,11.53,26.57
13,5,Nancy Grace,Percentage (Judge% + Fan%),22.0,Safe,11.7,,19.82,5.57,53.28,14.43,11.54,26.57
13,5,Ricki Lake,Percentage (Judge% + Fan%),24.0,Safe,12.77,,10.98,4.1,53.28,13.86,11.56,26.57
13,5,Rob Kardashian,Percentage (Judge% + Fan%),25.0,Safe,13.3,,11.42,4.27,53.28,13.7,11.58,26.57
13,6,Chaz Bono,Percentage (Judge% + Fan%),19.0,Eliminated,11.45,,9.52,2.15,21.07,2.99,2.3,27.38
13,6,David Arquette,Percentage (Judge% + Fan%),23.0,Safe,13.86,,13.42,4.09,21.07,16.33,12.9,27.38
13,6,Hope Solo,Percentage (Judge% + Fan%),20.0,Safe,12.05,,17.97,4.93,21.07,17.52,12.88,27.38
13,6,J.R. Martinez,Percentage (Judge% + Fan%),29.0,Safe,17.47,,11.53,4.25,21.07,15.2,12.91,27.38
13,6,Nancy Grace,Percentage (Judge% + Fan%),24.0,Safe,14.46,,21.4,5.72,21.07,16.04,12.91,27.38
13,6,Ricki Lake,Percentage (Judge% + Fan%),29.0,Safe,17.47,,12.15,4.38,21.07,15.28,12.87,27.38
13,6,Rob Kardashian,Percentage (Judge% + Fan%),22.0,Safe,13.25,,14.02,4.15,21.07,16.64,12.87,27.38
13,7,David Arquette,Percentage (Judge% + Fan%),23.5,Eliminated,16.04,,9.15,2.32,29.13,2.97,2.45,19.43
13,7,Hope Solo,Percentage (Judge% + Fan%),25.0,Safe,17.06,,20.4,5.43,29.13,19.03,14.06,19.43
13,7,J.R. Martinez,Percentage (Judge% + Fan%),24.0,Safe,16.38,,14.89,4.15,29.13,19.65,14.08,19.43
13,7,Nancy Grace,Percentage (Judge% + Fan%),22.0,Safe,15.02,,25.32,5.99,29.13,21.0,14.07,19.43
13,7,Ricki Lake,Percentage (Judge% + Fan%),26.5,Safe,18.09,,14.71,4.42,29.13,18.47,14.12,19.43
13,7,Rob Kardashian,Percentage (Judge% + Fan%),25.5,Safe,17.41,,15.53,4.53,29.13,18.88,14.13,19.43
13,8,Hope Solo,Percentage (Judge% + Fan%),26.0,Safe,20.08,,24.71,5.42,3.95,24.06,17.0,30.96
13,8,J.R. Martinez,Percentage (Judge% + Fan%),30.0,Safe,23.17,,17.74,4.32,3.95,22.51,17.01,30.96
13,8,Nancy Grace,Percentage (Judge% + Fan%),22.0,Eliminated,16.99,,16.93,2.34,3.95,5.02,3.8,30.96
13,8,Ricki Lake,Percentage (Judge% + Fan%),26.0,Safe,20.08,,20.0,4.17,3.95,24.1,16.95,30.96
13,8,Rob Kardashian,Percentage (Judge% + Fan%),25.5,Safe,19.69,,20.62,4.28,3.95,24.31,17.04,30.96
13,9,Hope Solo,Percentage (Judge% + Fan%),24.4998,Eliminated,20.68,,23.38,2.74,5.82,7.82,5.69,37.05
13,9,J.R. Martinez,Percentage (Judge% + Fan%),28.0,Safe,23.63,,26.28,4.16,5.82,32.41,19.82,37.05
13,9,Ricki Lake,Percentage (Judge% + Fan%),33.4999,Safe,28.27,,24.45,4.83,5.82,29.65,19.94,37.05
13,9,Rob Kardashian,Percentage (Judge% + Fan%),32.4998,Safe,27.43,,25.89,5.01,5.82,30.12,19.87,37.05
13,10,J.R. Martinez,Percentage (Judge% + Fan%),28.1665,Safe,33.33,,29.46,6.39,100.0,33.29,23.59,100.0
13,10,Ricki Lake,Percentage (Judge% + Fan%),27.999899999999997,Safe,33.14,,33.35,6.61,100.0,33.32,23.56,100.0
13,10,Rob Kardashian,Percentage (Judge% + Fan%),28.333199999999998,Safe,33.53,,37.19,6.78,100.0,33.39,23.58,100.0
14,1,Donald Driver,Percentage (Judge% + Fan%),21.0,Safe,7.78,,7.34,3.65,100.0,8.34,7.67,100.0
14,1,Gavin DeGraw,Percentage (Judge% + Fan%),20.0,Safe,7.41,,8.78,3.97,100.0,8.34,7.66,100.0
14,1,Gladys Knight,Percentage (Judge% + Fan%),23.0,Safe,8.52,,8.85,3.98,100.0,8.34,7.68,100.0
14,1,Jack Wagner,Percentage (Judge% + Fan%),23.0,Safe,8.52,,7.32,3.64,100.0,8.32,7.66,100.0
14,1,Jaleel White,Percentage (Judge% + Fan%),26.0,Safe,9.63,,7.89,3.78,100.0,8.34,7.66,100.0
14,1,Katherine Jenkins,Percentage (Judge% + Fan%),26.0,Safe,9.63,,8.31,3.87,100.0,8.32,7.64,100.0
14,1,Maria Menounos,Percentage (Judge% + Fan%),21.0,Safe,7.78,,9.56,4.12,100.0,8.33,7.65,100.0
14,1,Martina Navratilova,Percentage (Judge% + Fan%),20.0,Safe,7.41,,6.76,3.52,100.0,8.34,7.67,100.0
14,1,Melissa Gilbert,Percentage (Judge% + Fan%),20.0,Safe,7.41,,9.64,4.14,100.0,8.33,7.66,100.0
14,1,Roshon Fegan,Percentage (Judge% + Fan%),23.0,Safe,8.52,,6.91,3.55,100.0,8.34,7.68,100.0
14,1,Sherri Sheperd,Percentage (Judge% + Fan%),23.0,Safe,8.52,,5.83,3.28,100.0,8.33,7.64,100.0
14,1,William Levy,Percentage (Judge% + Fan%),24.0,Safe,8.89,,12.8,4.67,100.0,8.32,7.66,100.0
14,2,Donald Driver,Percentage (Judge% + Fan%),24.0,Safe,8.92,,7.57,3.63,35.29,8.82,8.0,25.37
14,2,Gavin DeGraw,Percentage (Judge% + Fan%),21.0,Safe,7.81,,9.1,3.93,35.29,9.11,7.95,25.37
14,2,Gladys Knight,Percentage (Judge% + Fan%),19.0,Safe,7.06,,9.32,3.88,35.29,9.5,8.0,25.37
14,2,Jack Wagner,Percentage (Judge% + Fan%),21.0,Safe,7.81,,7.8,3.57,35.29,9.07,7.96,25.37
14,2,Jaleel White,Percentage (Judge% + Fan%),22.0,Safe,8.18,,8.19,3.72,35.29,8.94,7.93,25.37
14,2,Katherine Jenkins,Percentage (Judge% + Fan%),26.0,Safe,9.67,,8.46,3.89,35.29,8.77,8.0,25.37
14,2,Maria Menounos,Percentage (Judge% + Fan%),25.0,Safe,9.29,,9.68,4.16,35.29,8.75,7.94,25.37
14,2,Martina Navratilova,Percentage (Judge% + Fan%),17.0,Eliminated,6.32,,3.6,1.32,35.29,1.41,1.02,25.37
14,2,Melissa Gilbert,Percentage (Judge% + Fan%),20.0,Safe,7.43,,9.93,4.07,35.29,9.25,7.94,25.37
14,2,Roshon Fegan,Percentage (Judge% + Fan%),26.0,Safe,9.67,,7.09,3.56,35.29,8.72,7.92,25.37
14,2,Sherri Sheperd,Percentage (Judge% + Fan%),23.0,Safe,8.55,,6.29,3.24,35.29,8.87,7.97,25.37
14,2,William Levy,Percentage (Judge% + Fan%),25.0,Safe,9.29,,12.96,4.73,35.29,8.77,7.99,25.37
14,3,Donald Driver,Percentage (Judge% + Fan%),26.0,Safe,9.29,,8.4,3.63,14.75,9.79,8.45,12.91
14,3,Gavin DeGraw,Percentage (Judge% + Fan%),24.0,Safe,8.57,,9.88,3.94,14.75,10.24,8.39,12.91
14,3,Gladys Knight,Percentage (Judge% + Fan%),24.0,Safe,8.57,,9.89,3.94,14.75,10.19,8.34,12.91
14,3,Jack Wagner,Percentage (Judge% + Fan%),24.0,Eliminated,8.57,,3.45,1.2,14.75,1.0,0.84,12.91
14,3,Jaleel White,Percentage (Judge% + Fan%),25.0,Safe,8.93,,8.96,3.73,14.75,9.92,8.41,12.91
14,3,Katherine Jenkins,Percentage (Judge% + Fan%),29.0,Safe,10.36,,9.05,3.92,14.75,9.43,8.46,12.91
14,3,Maria Menounos,Percentage (Judge% + Fan%),27.0,Safe,9.64,,10.39,4.19,14.75,9.61,8.44,12.91
14,3,Melissa Gilbert,Percentage (Judge% + Fan%),24.0,Safe,8.57,,10.62,4.12,14.75,10.27,8.39,12.91
14,3,Roshon Fegan,Percentage (Judge% + Fan%),25.0,Safe,8.93,,8.19,3.47,14.75,9.95,8.38,12.91
14,3,Sherri Sheperd,Percentage (Judge% + Fan%),24.0,Safe,8.57,,7.55,3.17,14.75,10.18,8.32,12.91
14,3,William Levy,Percentage (Judge% + Fan%),28.0,Safe,10.0,,13.62,4.83,14.75,9.44,8.37,12.91
14,4,Donald Driver,Percentage (Judge% + Fan%),27.0,Safe,11.59,,8.83,3.88,39.3,10.37,9.27,16.28
14,4,Gavin DeGraw,Percentage (Judge% + Fan%),23.0,Safe,9.87,,10.58,4.13,39.3,10.94,9.24,16.28
14,4,Gladys Knight,Percentage (Judge% + Fan%),20.0,Safe,8.58,,10.91,4.03,39.3,12.07,9.18,16.28
14,4,Jaleel White,Percentage (Judge% + Fan%),22.0,Safe,9.44,,9.82,3.89,39.3,11.26,9.21,16.28
14,4,Katherine Jenkins,Percentage (Judge% + Fan%),24.0,Safe,10.3,,10.03,4.05,39.3,10.75,9.27,16.28
14,4,Maria Menounos,Percentage (Judge% + Fan%),26.0,Safe,11.16,,11.16,4.33,39.3,10.47,9.26,16.28
14,4,Melissa Gilbert,Percentage (Judge% + Fan%),22.0,Safe,9.44,,11.47,4.28,39.3,11.18,9.18,16.28
14,4,Roshon Fegan,Percentage (Judge% + Fan%),26.0,Safe,11.16,,8.47,3.74,39.3,10.44,9.26,16.28
14,4,Sherri Sheperd,Percentage (Judge% + Fan%),21.0,Eliminated,9.01,,4.01,1.5,39.3,1.32,1.06,16.28
